competency_id,competency_name,competency_type,description
TT002079,Microsoft Basic Data Partition,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002080,Test Management Approach (TMap),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002081,Visual Basic (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002082,Virtual Storage Access Methods,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002083,Quicken (Accounting Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002084,Microsoft Lync Servers,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002085,Visual C++ (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002086,Weblogic Scripting Tool (WLST),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002087,CorelDRAW (Corel Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002088,CCMX,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002089,SAARI PAIE,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002090,Quadra Entreprise,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002091,GRAFCET,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002093,NetApp Applications,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002094,Lisp (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002095,JavaServer Pages Standard Tag Library,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002096,Arithmetic Logic Unit,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002097,DOS (Disk Operating System),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002098,Apache OpenOffice,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002099,PaintShop Pro,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002100,Persistent Data Structure,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002101,PVCS Version Manager,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002102,Yourdon,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002103,Application Services Library,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002104,Sage 50cloud,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002105,Extensible Stylesheet Language (XSL),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002106,NominaPlus,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002107,Facturaplus,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002108,Cype,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002109,APPX (Runtime Environment),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002110,ArcView (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002113,Succesfactors,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002114,Ns (Simulator),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002115,Application Specific Integrated Curcuits,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002116,OEC Carsoft,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002117,WOCAS,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002118,C++ Server Pages,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002119,Catalyst (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002120,Bit Error Rate Tester (BERT),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002121,Spec Sharp,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002122,Java Media Framework,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002123,Wild Tangent,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002124,Adobe FreeHand,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002125,Squid (Proxy Server),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002126,Oracle Cluster File System (OCFS2),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002127,Massachusetts Comprehensive Assessment Systems,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002128,Oracle SQL Loader,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002129,Tox (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002130,ML/I,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002131,ADMS (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002132,Token Ring,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002133,Server Message Block,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002134,Audio Video Distribution,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002135,MISys (Manufacturing Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002136,SAP NetWeaver Process Integration,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002137,System Center Virtual Machine Management,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002138,Checkstyle,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002139,SnapMirror,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002141,Apache IBATIS,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002142,Vistex (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002143,Keyhole Markup Languages,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002144,TestDirector (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002145,Small Computer System Interface (SCSI),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002146,SAPGovernance Risk And Compliance Analytics Software,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002147,CAD Data Exchange,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002148,Viber,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002149,Open Sound Control,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002150,Hypertext Transfer Protocols (HTTP),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002151,Ibm Websphere Studio Application Developer,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002152,Graphical Data Display Manager,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002153,Vero Data-Driven Email Marketing Software,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002154,IBM System/360,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002155,IBM Parallel Sysplex,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002156,Extensible Application Markup Language,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002157,Akka (Toolkit),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002158,Houdini (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002159,Ganglia (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002160,GPS EXchange Format,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002161,Base Calling Interface,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002162,Safari (Web Browser),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002163,Linux-Powered Devices,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002164,LMS Imagine.Lab Amesim,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002165,Gezel,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002166,Comsol Multiphysics,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002167,Darwin Information Typing Architecture (DITA),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002168,SQL Server Compact,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002169,File Control Block,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002170,Next Unit Of Computing (NUC),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002171,Indexed Sequential Access Method (ISAM),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002172,General-Purpose Computing On Graphics Processing Units,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
